apn,address,station,band,current_zone,current_max_height_ft,current_max_height_raw,sb79_floor_ft,lot_sf,year_built,historic_status,lat,lon
124-32-003,"366 Cambridge Av, Palo Alto",calave,1/4mi,CC (2)(R),,Cannot assess for this zone.,75,2500,1953,none,37.427812,-122.145282
124-32-004,"370 Cambridge Av, Palo Alto",calave,1/4mi,PF(R),,Cannot assess for this zone.,75,10000,,none,37.427669,-122.1454
124-32-009,"430 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,6509,1958,none,37.426939,-122.145998
124-32-010,"438 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,5000,1954,none,37.426806,-122.146107
124-32-011,"450 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,5000,2009,none,37.426692,-122.146201
124-32-012,"460 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,7184,1951,none,37.426551,-122.146316
124-32-012,"456 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,7184,1951,none,37.426551,-122.146316
124-32-012,"458 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,7184,1951,none,37.426551,-122.146316
124-32-012,"454 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,7184,1951,none,37.426551,-122.146316
124-32-013,"470 Cambridge Av, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,10245,,none,37.426351,-122.14648
124-32-016,"2237 El Camino Real, Palo Alto",calave,1/2mi,CC (2)(R),,Cannot assess for this zone.,65,1439,1946,none,37.426138,-122.146868
124-32-019,"2209 El Camino Real, Palo Alto",calave,1/2mi,CC (2),,Cannot assess for this zone.,65,5179,2018,none,37.426359,-122.147129
124-32-020,"463 College Av, Palo Alto",calave,1/2mi,R-2,,Cannot assess for this zone.,65,11579,,none,37.426532,-122.146795
124-32-021,"457 College Av, Palo Alto",calave,1/2mi,R-2,,Cannot assess for this zone.,65,6660,1906,none,37.426697,-122.14668
124-32-022,"449 College Av, Palo Alto",calave,1/2mi,R-2,,Cannot assess for this zone.,65,6699,1924,none,37.426811,-122.146585
124-32-025,"421 College Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,6667,1963,none,37.427155,-122.146302
124-32-025,"427 College Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,6667,1963,none,37.427155,-122.146302
124-32-025,"425 College Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,6667,1963,none,37.427155,-122.146302
124-32-025,"429 College Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,6667,1963,none,37.427155,-122.146302
124-32-025,"423 College Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,6667,1963,none,37.427155,-122.146302
124-32-026,"417 College Av, Palo Alto",calave,1/2mi,RM-30,,Cannot assess for this zone.,65,6666,1948,none,37.42727,-122.146207
124-32-027,"411 College Av, Palo Alto",calave,1/4mi,RM-30,,Cannot assess for this zone.,75,6666,1963,none,37.427385,-122.146113
124-32-028,"397 College Av, Palo Alto",calave,1/4mi,RM-30,,Cannot assess for this zone.,75,6659,1963,none,37.4275,-122.146018
124-32-029,"391 College Av, Palo Alto",calave,1/4mi,RM-30,,Cannot assess for this zone.,75,6652,1962,none,37.427614,-122.145924
124-32-030,"383 College Av, Palo Alto",calave,1/4mi,RM-30,,Cannot assess for this zone.,75,6646,1931,none,37.427729,-122.145829
124-32-031,"371 College Av, Palo Alto",calave,1/4mi,RM-30,,Cannot assess for this zone.,75,6639,1949,none,37.427844,-122.145735
124-32-032,"365 College Av, Palo Alto",calave,1/4mi,RM-30,,Cannot assess for this zone.,75,6632,1924,none,37.427959,-122.14564
124-32-033,"2350 Birch St, Palo Alto",calave,1/4mi,PF(R),,Cannot assess for this zone.,75,10560,,none,37.42759,-122.144782
124-32-034,"310 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,12000,1945,none,37.427383,-122.144386
124-32-034,"320 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,12000,1945,none,37.427383,-122.144386
124-32-035,"330 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,11875,1946,none,37.427163,-122.144567
124-32-035,"334 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,11875,1946,none,37.427163,-122.144567
124-32-035,"350 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,11875,1946,none,37.427163,-122.144567
124-32-035,"340 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,11875,1946,none,37.427163,-122.144567
124-32-035,"344 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,11875,1946,none,37.427163,-122.144567
124-32-036,"364 California Av, Palo Alto",calave,1/4mi,CC (2)(R)(P),,Cannot assess for this zone.,75,6375,1953,none,37.426996,-122.144705
